DATAFLOW,LAST UPDATE,freq,crops,strucpro,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,BG,2011,30.59,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,BG,2012,33.78,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,BG,2013,36.85,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,BG,2014,28.20,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,BG,2015,22.35,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,BG,2016,32.50,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,BG,2017,35.30,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,BG,2018,25.01,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,BG,2019,31.51,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,BG,2020,31.66,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,BG,2021,24.26,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CH,2011,9.84,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CH,2012,9.52,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CH,2013,9.13,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CH,2014,9.72,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CH,2015,9.00,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CH,2016,8.13,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CH,2017,11.64,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CH,2018,9.49,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CH,2019,11.12,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CH,2020,10.38,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CH,2021,8.26,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CH,2022,11.57,e
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CY,2011,0.74,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CY,2012,0.80,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CY,2013,0.74,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CY,2014,0.20,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CY,2015,0.60,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CY,2016,0.35,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CY,2017,0.49,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CY,2018,0.40,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CY,2019,0.22,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CY,2020,0.36,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CY,2021,0.31,p
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CY,2022,0.29,e
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CZ,2011,170.72,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CZ,2012,180.49,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CZ,2013,143.57,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CZ,2014,158.01,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CZ,2015,156.84,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CZ,2016,142.35,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CZ,2017,143.73,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CZ,2018,156.86,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CZ,2019,135.55,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CZ,2020,185.20,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CZ,2021,196.74,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,CZ,2022,170.68,e
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DE,2011,695.10,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DE,2012,908.00,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DE,2013,709.00,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DE,2014,694.20,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DE,2015,628.30,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DE,2016,581.20,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DE,2017,619.80,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DE,2018,619.80,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DE,2019,551.00,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DE,2020,754.10,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DE,2021,792.50,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DE,2022,786.40,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DK,2011,222.19,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DK,2012,298.98,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DK,2013,275.46,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DK,2014,214.38,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DK,2015,228.71,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DK,2016,298.41,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DK,2017,346.16,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DK,2018,305.57,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DK,2019,275.74,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DK,2020,461.26,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DK,2021,364.03,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,DK,2022,389.15,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EE,2011,71.60,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EE,2012,83.10,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EE,2013,96.60,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EE,2014,72.60,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EE,2015,75.10,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EE,2016,67.10,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EE,2017,90.76,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EE,2018,79.60,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EE,2019,98.91,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EE,2020,118.76,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EE,2021,78.45,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EE,2022,102.96,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EL,2011,111.99,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EL,2012,127.59,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EL,2013,122.71,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EL,2014,86.46,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EL,2015,89.06,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EL,2016,137.33,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EL,2017,98.77,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EL,2018,81.94,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EL,2019,79.33,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EL,2020,80.03,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EL,2021,74.75,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EL,2022,77.31,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,ES,2011,963.08,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,ES,2012,700.12,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,ES,2013,988.87,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,ES,2014,674.33,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,ES,2015,822.60,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,ES,2016,1166.76,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,ES,2017,884.25,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,ES,2018,1574.36,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,ES,2019,852.32,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,ES,2020,1393.87,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,ES,2021,1199.73,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,ES,2022,842.72,p
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU,2011,11242.08,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU,2012,12090.62,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU,2013,11407.96,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU,2014,10805.88,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU,2016,10813.65,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU,2017,11254.17,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU,2018,10569.41,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU,2019,10896.28,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU,2020,10753.12,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU,2021,10026.29,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU27_2020,2011,10686.90,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU27_2020,2012,11540.04,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU27_2020,2013,10510.44,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU27_2020,2014,9990.65,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU27_2020,2016,10007.14,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU27_2020,2017,10389.34,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU27_2020,2018,9729.10,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU27_2020,2019,9833.20,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU27_2020,2020,10753.12,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU27_2020,2021,10026.29,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU28,2011,11320.20,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU28,2012,12186.26,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU28,2013,11468.84,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU28,2014,10805.88,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU28,2016,10813.65,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU28,2017,11254.17,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU28,2018,10569.41,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,EU28,2019,10896.28,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FI,2011,1116.93,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FI,2012,1140.71,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FI,2013,1276.62,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FI,2014,1124.10,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FI,2015,1027.17,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FI,2016,1086.12,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FI,2017,1056.13,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FI,2018,869.95,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FI,2019,1234.28,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FI,2020,1262.30,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FI,2021,837.67,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FI,2022,1268.18,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FR,2011,525.02,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FR,2012,638.69,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FR,2013,642.52,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FR,2014,657.57,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FR,2015,590.14,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FR,2016,558.51,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FR,2017,845.05,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FR,2018,775.79,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FR,2019,854.43,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FR,2020,763.73,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FR,2021,1026.36,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,FR,2022,846.51,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HR,2011,78.12,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HR,2012,95.64,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HR,2013,60.88,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HR,2014,57.21,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HR,2015,72.58,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HR,2016,81.35,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HR,2017,69.13,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HR,2018,45.35,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HR,2019,58.25,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HR,2020,66.10,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HR,2021,59.52,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HR,2022,58.67,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HU,2011,128.39,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HU,2012,136.35,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HU,2013,130.83,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HU,2014,135.63,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HU,2015,128.67,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HU,2016,103.64,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HU,2017,94.81,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HU,2018,59.31,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HU,2019,70.31,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HU,2020,76.97,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HU,2021,76.69,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,HU,2022,37.57,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IE,2011,159.96,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IE,2012,147.82,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IE,2013,184.87,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IE,2014,144.08,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IE,2015,188.85,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IE,2016,173.95,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IE,2017,193.69,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IE,2018,117.86,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IE,2019,193.03,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IE,2020,180.26,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IE,2021,229.46,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IE,2022,239.75,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IS,2011,0.20,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IS,2012,0.00,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IS,2013,0.00,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IS,2015,0.00,n
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IS,2016,0.00,n
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IS,2017,0.00,n
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IS,2018,0.00,n
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IS,2019,0.00,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IS,2020,0.00,n
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IS,2021,0.00,n
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IS,2022,0.10,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IT,2011,263.54,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IT,2012,288.96,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IT,2013,253.81,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IT,2014,247.25,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IT,2016,267.47,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IT,2017,234.90,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IT,2018,249.59,
ESTAT:TAG00053(1.0),29/11/22 23:00:00,A,C1400,PR_HU_EU,IT,2019,244.20,
